id,occurrence_year,bias_type,neighbourhood_158
1187,2023,Religion,Lawrence Park North (105)
1188,2023,Religion,Newtonbrook West (36)
1189,2023,Race,Fenside-Parkwoods (150)
1190,2023,Religion,Blake-Jones (69)
1191,2023,Race,High Park North (88)
1192,2023,Religion,Milliken (130)
1193,2023,Religion,Lansing-Westgate (38)
1194,2023,Sex,Lawrence Park North (105)
1195,2023,Sex,East L'Amoreaux (148)
1196,2023,Gender,Moss Park (73)
1197,2023,Religion,North Toronto (173)
1198,2023,Religion,Newtonbrook West (36)
1199,2023,Race,York University Heights (27)
1200,2023,Race,Danforth (66)
1201,2023,Race,Danforth (66)
1202,2023,Religion,Thorncliffe Park (55)
1203,2023,Religion,Englemount-Lawrence (32)
1204,2023,Religion,Yonge-Eglinton (100)
1205,2023,Race,Humber Summit (21)
1206,2023,Religion,Etobicoke City Centre (159)
1207,2023,Religion,Eringate-Centennial-West Deane (11)
1209,2023,Sex,Corso Italia-Davenport (92)
1210,2023,Religion,Leaside-Bennington (56)
1211,2023,Sex,University (79)
1212,2023,Ethnicity,University (79)
1213,2023,Religion,Leaside-Bennington (56)
1215,2023,Religion,Agincourt South-Malvern West (128)
1216,2023,Religion,Forest Hill North (102)
1218,2023,Sex,Downtown Yonge East (168)
1219,2023,Religion,Englemount-Lawrence (32)
1220,2023,Race,High Park North (88)
1221,2023,Religion,Bedford Park-Nortown (39)
1222,2023,Religion,Rosedale-Moore Park (98)
1223,2023,Religion,Humewood-Cedarvale (106)
1225,2023,Race,Willowdale West (37)
1226,2023,Religion,Annex (95)
1227,2023,Race,Yorkdale-Glen Park (31)
1228,2023,Sex,York University Heights (27)
1229,2023,Ethnicity,Danforth (66)
1230,2023,Sex,Thorncliffe Park (55)
1231,2023,Sex,Annex (95)
1232,2023,Sex,Yonge-Bay Corridor (170)
1233,2023,Sex,York University Heights (27)
1234,2023,Gender,Junction-Wallace Emerson (171)
1235,2023,Religion,Regent Park (72)
1237,2023,Ethnicity,Markland Wood (12)
1239,2023,Religion,Blake-Jones (69)
1240,2023,Ethnicity,Yonge-Eglinton (100)
1241,2023,Sex,Thorncliffe Park (55)
1242,2023,Religion,Kensington-Chinatown (78)
1243,2023,Religion,Forest Hill North (102)
1244,2023,Religion,Bathurst Manor (34)
1245,2023,Religion,Blake-Jones (69)
1246,2023,Religion,University (79)
1247,2023,Religion,South Riverdale (70)
1248,2023,Religion,Casa Loma (96)
1249,2023,Religion,Eringate-Centennial-West Deane (11)
1250,2023,Religion,Elms-Old Rexdale (5)
1251,2023,Sex,West Queen West (162)
1252,2023,Religion,Tam O'Shanter-Sullivan (118)
1254,2023,Religion,Annex (95)
1255,2023,Race,Rosedale-Moore Park (98)
1257,2023,Religion,West Queen West (162)
1259,2023,Gender,Annex (95)
1260,2023,Race,Kensington-Chinatown (78)
1261,2023,Religion,Lawrence Park South (103)
1262,2023,Religion,Yonge-Bay Corridor (170)
1263,2023,Religion,Yonge-Bay Corridor (170)
1264,2023,Race,West Rouge (143)
1265,2023,Religion,Yonge-Bay Corridor (170)
1267,2023,Race,Cliffcrest (123)
1268,2023,Religion,Stonegate-Queensway (16)
1270,2023,Ethnicity,Birchcliffe-Cliffside (122)
1271,2023,Religion,St Lawrence-East Bayfront-The Islands (166)
1272,2023,Ethnicity,Annex (95)
1273,2023,Ethnicity,University (79)
1274,2023,Religion,Oakdale-Beverley Heights (154)
1275,2023,Religion,Yonge-Bay Corridor (170)
1276,2023,Religion,Newtonbrook West (36)
1277,2023,Sex,Downtown Yonge East (168)
1278,2023,Religion,Annex (95)
1279,2023,Religion,Bedford Park-Nortown (39)
1280,2023,Religion,St.Andrew-Windfields (40)
1281,2023,Religion,Bedford Park-Nortown (39)
1282,2023,Ethnicity,Willowdale West (37)
1283,2023,Religion,Annex (95)
1284,2023,Ethnicity,High Park North (88)
1285,2023,Sex,Little Portugal (84)
1286,2023,Ethnicity,Kensington-Chinatown (78)
1287,2023,Ethnicity,Annex (95)
1288,2023,Religion,Englemount-Lawrence (32)
1289,2023,Religion,Tam O'Shanter-Sullivan (118)
1290,2023,Religion,Cliffcrest (123)
1291,2023,Religion,Moss Park (73)
1293,2023,Religion,St.Andrew-Windfields (40)
1294,2023,Gender,Church-Wellesley (167)
1295,2023,Race,Bridle Path-Sunnybrook-York Mills (41)
1296,2023,Sex,High Park North (88)
1297,2023,Religion,Eringate-Centennial-West Deane (11)
1298,2023,Race,South Parkdale (85)
1299,2023,Religion,South Riverdale (70)
1300,2023,Religion,Humewood-Cedarvale (106)
1301,2023,Sex,Oakdale-Beverley Heights (154)
1302,2023,Ethnicity,Harbourfront-CityPlace (165)
1303,2023,Religion,Downtown Yonge East (168)
1304,2023,Religion,Mount Pleasant East (99)
1305,2023,Religion,Annex (95)
1307,2023,Religion,Bathurst Manor (34)
1308,2023,Religion,Rosedale-Moore Park (98)
1309,2023,Religion,Westminster-Branson (35)
1310,2023,Religion,Downtown Yonge East (168)
1311,2023,Religion,East Willowdale (152)
1312,2023,Religion,Oakdale-Beverley Heights (154)
1313,2023,Religion,St.Andrew-Windfields (40)
1314,2023,Sex,Cabbagetown-South St.James Town (71)
1315,2023,Religion,Yorkdale-Glen Park (31)
1316,2023,Race,St Lawrence-East Bayfront-The Islands (166)
1317,2023,Sex,Yonge-Bay Corridor (170)
1318,2023,Religion,Oakdale-Beverley Heights (154)
1319,2023,Ethnicity,Englemount-Lawrence (32)
1320,2023,Religion,Yonge-St.Clair (97)
1321,2023,Ethnicity,Yonge-Eglinton (100)
1322,2023,Ethnicity,Bathurst Manor (34)
1323,2023,Religion,Taylor-Massey (61)
1324,2023,Religion,Annex (95)
1326,2023,Race,Greenwood-Coxwell (65)
1327,2023,Ethnicity,East Willowdale (152)
1328,2023,Religion,Clanton Park (33)
1329,2023,Religion,Bathurst Manor (34)
1330,2023,Religion,Yonge-Doris (151)
1331,2023,Religion,Downtown Yonge East (168)
1332,2023,Religion,Wellington Place (164)
1333,2023,Race,High Park-Swansea (87)
1334,2023,Race,High Park-Swansea (87)
1335,2023,Religion,Clanton Park (33)
1336,2023,Race,Bedford Park-Nortown (39)
1337,2023,Ethnicity,Yonge-Bay Corridor (170)
1338,2023,Religion,Humewood-Cedarvale (106)
1339,2023,Religion,East L'Amoreaux (148)
1340,2023,Race,Yonge-Bay Corridor (170)
1341,2023,Religion,West Hill (136)
1342,2023,Gender,Church-Wellesley (167)
1343,2023,Ethnicity,Lansing-Westgate (38)
1344,2023,Ethnicity,Bedford Park-Nortown (39)
1345,2023,Sex,University (79)
1346,2023,Sex,Church-Wellesley (167)
1347,2023,Ethnicity,University (79)
1348,2023,Ethnicity,Oakdale-Beverley Heights (154)
1349,2023,Ethnicity,Yonge-Bay Corridor (170)
1350,2023,Race,Moss Park (73)
